period_date,analysis_period,treated_value,synthetic_value,gap,outcome,lambda,cv_rmse
2016-01-01,pre,91.66461,90.2001859973701,1.4644240026298974,services_volume_index,0.627289985819625,0.478083808734783
2016-02-01,pre,85.24311,87.1094564387175,-1.8663464387174997,services_volume_index,0.627289985819625,0.478083808734783
2016-03-01,pre,91.48964,92.32747218306604,-0.8378321830660411,services_volume_index,0.627289985819625,0.478083808734783
2016-04-01,pre,88.41424,85.78910931436083,2.625130685639178,services_volume_index,0.627289985819625,0.478083808734783
2016-05-01,pre,86.99124,88.51235367860409,-1.521113678604081,services_volume_index,0.627289985819625,0.478083808734783
2016-06-01,pre,91.25815,91.57590911842158,-0.3177591184215771,services_volume_index,0.627289985819625,0.478083808734783
2016-07-01,pre,91.07182,90.81485514065851,0.25696485934149393,services_volume_index,0.627289985819625,0.478083808734783
2016-08-01,pre,89.7365,90.30964184495005,-0.5731418449500438,services_volume_index,0.627289985819625,0.478083808734783
2016-09-01,pre,89.6089,89.14617379734712,0.4627262026528882,services_volume_index,0.627289985819625,0.478083808734783
2016-10-01,pre,87.45334,85.45415557847525,1.9991844215247454,services_volume_index,0.627289985819625,0.478083808734783
2016-11-01,pre,86.59616,87.63930936619167,-1.0431493661916704,services_volume_index,0.627289985819625,0.478083808734783
2016-12-01,pre,90.57971,89.8506367960001,0.7290732039999028,services_volume_index,0.627289985819625,0.478083808734783
2017-01-01,pre,74.70367,74.4729532863245,0.2307167136755055,services_volume_index,0.627289985819625,0.478083808734783
2017-02-01,pre,72.46953,73.48676687568104,-1.0172368756810357,services_volume_index,0.627289985819625,0.478083808734783
2017-03-01,pre,74.38708,74.70558503836533,-0.3185050383653305,services_volume_index,0.627289985819625,0.478083808734783
2017-04-01,pre,73.52525,72.62193394061794,0.9033160593820639,services_volume_index,0.627289985819625,0.478083808734783
2017-05-01,pre,72.24052,75.27186836676627,-3.0313483667662666,services_volume_index,0.627289985819625,0.478083808734783
2017-06-01,pre,78.13524,79.2994108033019,-1.1641708033019,services_volume_index,0.627289985819625,0.478083808734783
2017-07-01,pre,75.5713,77.00201067385522,-1.4307106738552307,services_volume_index,0.627289985819625,0.478083808734783
2017-08-01,pre,85.63098,85.14743055713984,0.4835494428601521,services_volume_index,0.627289985819625,0.478083808734783
2017-09-01,pre,83.59432,80.96320004603498,2.631119953965012,services_volume_index,0.627289985819625,0.478083808734783
2017-10-01,pre,81.55076,81.62086216070666,-0.07010216070666786,services_volume_index,0.627289985819625,0.478083808734783
2017-11-01,pre,82.96924,84.85399092321795,-1.8847509232179505,services_volume_index,0.627289985819625,0.478083808734783
2017-12-01,pre,103.46013,102.14898338042775,1.3111466195722556,services_volume_index,0.627289985819625,0.478083808734783
2018-01-01,pre,67.52923,68.0311670467242,-0.5019370467242084,services_volume_index,0.627289985819625,0.478083808734783
2018-02-01,pre,74.95567,73.07638006040686,1.8792899395931357,services_volume_index,0.627289985819625,0.478083808734783
2018-03-01,pre,83.87716,83.99174759149767,-0.11458759149766706,services_volume_index,0.627289985819625,0.478083808734783
2018-04-01,pre,79.51326,77.70173890111046,1.8115210988895427,services_volume_index,0.627289985819625,0.478083808734783
2018-05-01,pre,78.77282,80.04765075118435,-1.2748307511843535,services_volume_index,0.627289985819625,0.478083808734783
