period_date,analysis_period,treated_value,synthetic_value,gap,outcome,lambda,cv_rmse
2016-01-01,pre,91.66461,91.54872380568641,0.11588619431358893,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2016-02-01,pre,88.45385999999999,88.54976732647252,-0.09590732647252764,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2016-03-01,pre,89.46578666666666,89.69086386871166,-0.22507720204500004,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2016-04-01,pre,89.2029,88.74942859726626,0.4534714027337401,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2016-05-01,pre,88.760568,88.9205073408814,-0.15993934088139383,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2016-06-01,pre,89.17683166666667,89.25802870688152,-0.08119704021484608,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2016-07-01,pre,89.07803333333334,89.1564069850493,-0.07837365171596389,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2016-08-01,pre,89.82693166666667,89.78968261792303,0.03724904874363233,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2016-09-01,pre,89.513475,89.39864372580074,0.1148312741992612,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2016-10-01,pre,89.353325,89.35129781658816,0.002027183411840383,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2016-11-01,pre,89.28747833333334,89.33742233361053,-0.04994400027719337,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2016-12-01,pre,89.17440500000001,89.18597802244369,-0.011573022443684522,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2017-01-01,pre,86.44638,86.6103969848408,-0.1640169848407993,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2017-02-01,pre,83.56855166666666,83.53254933775702,0.03600232890964605,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2017-03-01,pre,81.03158166666667,80.86595801521449,0.1656236514521794,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2017-04-01,pre,78.71023333333333,78.67766744842665,0.032565884906688325,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2017-05-01,pre,76.31762666666667,76.25261979413081,0.0650068725358608,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2017-06-01,pre,74.24354833333334,74.35448263537155,-0.11093430203821697,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2017-07-01,pre,74.38815333333334,74.55055621110765,-0.16240287777431206,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2017-08-01,pre,76.58172833333333,76.6896041858936,-0.10787585256026944,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2017-09-01,pre,78.11626833333332,77.82410331701632,0.292165016317,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2017-10-01,pre,79.45385333333333,79.6211437042037,-0.16729037087037568,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2017-11-01,pre,81.24197333333333,81.26720265144218,-0.02522931810884188,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2017-12-01,pre,85.46278833333334,85.40719302693857,0.055595306394764066,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2018-01-01,pre,84.12244333333334,84.12979619386488,-0.007352860531540273,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2018-02-01,pre,82.343225,82.00107763355167,0.3421473664483301,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2018-03-01,pre,82.390365,82.75581261427244,-0.36544761427244055,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2018-04-01,pre,82.05078166666667,82.06938100366298,-0.018599336996317106,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2018-05-01,pre,81.35137833333333,81.21475104060585,0.13662729272748209,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2018-06-01,pre,78.27540666666667,78.44645215130063,-0.1710454846339644,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2018-07-01,pre,80.57449666666666,80.4500505893382,0.12444607732845725,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2018-08-01,pre,82.42365666666666,82.35345010060709,0.07020656605956788,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2018-09-01,pre,81.25808666666667,80.97497761660532,0.28310905006135556,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2018-10-01,pre,80.338135,80.74498046975347,-0.4068454697534776,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2018-11-01,pre,81.35409166666666,81.27200012677889,0.08209153988777018,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2019-01-01,post,79.71125666666667,78.74593423048147,0.965322436185204,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2019-02-01,post,78.13606333333334,77.94558650465696,0.19047682867638116,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2019-03-01,post,76.92352833333334,78.20127639231264,-1.2777480589792987,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2019-04-01,post,76.92387333333333,79.70606535691265,-2.782192023579313,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2019-05-01,post,78.24790833333333,81.74207716337922,-3.4941688300458935,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2019-06-01,post,76.99681666666666,81.41778788514299,-4.420971218476325,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2019-07-01,post,77.77987166666666,83.03288467559463,-5.253013008927965,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2019-08-01,post,80.92304666666666,84.87719664637827,-3.9541499797116018,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2019-09-01,post,81.91916499999999,84.75989396518933,-2.840728965189342,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2019-10-01,post,81.325585,84.712954752944,-3.3873697529439966,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2019-11-01,post,81.30797333333334,85.29278777745101,-3.9848144441176743,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2019-12-01,post,83.691135,90.17746860367247,-6.486333603672463,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2020-01-01,post,81.96207333333334,89.38042691570139,-7.418353582368056,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2020-02-01,post,79.10574666666666,87.1676034730608,-8.061856806394132,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2020-03-01,post,77.13017666666667,85.36436389184107,-8.234187225174395,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2020-04-01,post,74.94576333333333,81.49247767188959,-6.5467143385562565,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2020-05-01,post,71.35769499999999,77.36466999178242,-6.006974991782428,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2020-06-01,post,66.852285,70.32320271416167,-3.470917714161672,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2020-07-01,post,67.263315,67.83688693395766,-0.5735719339576519,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2020-08-01,post,67.50494166666667,67.02679603111797,0.4781456355486995,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2020-09-01,post,68.54599999999999,66.89928436052338,1.6467156394766107,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2020-10-01,post,71.76112833333333,69.4617169235285,2.299411409804833,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2020-11-01,post,74.89297833333333,70.14086192987037,4.7521164034629635,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
2020-12-01,post,79.26010166666667,72.9167027518847,6.343398914781972,services_volume_index_ma6,0.014187266741165962,0.13515973867011236
