period_date,analysis_period,treated_value,synthetic_value,gap,outcome,lambda,cv_rmse
2016-01-01,pre,-84,-85.6937405753374,1.6937405753374009,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2016-02-01,pre,-83.5,-48.1537012267482,-35.3462987732518,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2016-03-01,pre,17.666666666666668,7.178273094156545,10.488393572510123,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2016-04-01,pre,-2.75,-16.17794305532656,13.427943055326558,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2016-05-01,pre,-10.8,-36.45605602451446,25.65605602451446,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2016-06-01,pre,-47.666666666666664,-55.00191727790042,7.335250611233754,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2016-07-01,pre,-48.666666666666664,-52.58873278129484,3.922066114628173,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2016-08-01,pre,-24.333333333333332,-24.924216023878955,0.590882690545623,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2016-09-01,pre,-3.5,23.671565083630735,-27.171565083630735,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2016-10-01,pre,-27.333333333333332,-34.48460131501629,7.15126798168296,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2016-11-01,pre,-24,-34.886082511409136,10.886082511409136,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2016-12-01,pre,-67,-38.32905108568427,-28.67094891431573,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2017-01-01,pre,-9,-14.729863733652778,5.729863733652778,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2017-02-01,pre,7.833333333333333,-4.710152755307348,12.54348608864068,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2017-03-01,pre,-64,-69.34486593904515,5.34486593904515,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2017-04-01,pre,11.166666666666666,14.886011484011162,-3.7193448173444956,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2017-05-01,pre,59.5,79.18099691297982,-19.680996912979822,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2017-06-01,pre,145,115.06458819307369,29.93541180692631,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2017-07-01,pre,104.5,120.29290872997974,-15.792908729979743,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2017-08-01,pre,146.33333333333334,141.94653641979505,4.386796913538291,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2017-09-01,pre,249.83333333333334,223.83883808513013,25.994495248203208,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2017-10-01,pre,217.16666666666666,218.52594749877704,-1.359280832110386,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2017-11-01,pre,196.5,197.59456318007972,-1.0945631800797173,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2017-12-01,pre,154.5,145.76154921064358,8.73845078935642,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2018-01-01,pre,167.33333333333334,160.87534428967246,6.457989043660888,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2018-02-01,pre,90,96.84411847618017,-6.844118476180171,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2018-03-01,pre,0.5,13.431044344683277,-12.931044344683277,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2018-04-01,pre,10.666666666666666,6.707852704736396,3.95881396193027,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2018-05-01,pre,-72.83333333333333,-67.49863053740252,-5.334702795930809,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2018-06-01,pre,-79.66666666666667,-61.47820675190651,-18.18845991476016,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2018-07-01,pre,-114.16666666666667,-114.63907875059788,0.4724120839312036,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2018-08-01,pre,-83.5,-54.89290550463454,-28.60709449536546,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2018-09-01,pre,21,24.799916032358286,-3.7999160323582863,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2018-10-01,pre,27,24.07209828367681,2.9279017163231913,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2018-11-01,pre,124,103.10092715942541,20.89907284057459,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2019-01-01,post,119,156.40709117097242,-37.40709117097242,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2019-02-01,post,97.16666666666667,213.61991110059137,-116.4532444339247,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2019-03-01,post,87.33333333333333,134.42394748429308,-47.09061415095975,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2019-04-01,post,8.5,-16.88227723129713,25.38227723129713,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2019-05-01,post,5,-40.86131632677858,45.86131632677858,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2019-06-01,post,0,-65.35073753615018,65.35073753615018,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2019-07-01,post,92.16666666666667,-60.86960853735215,153.0362752040188,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2019-08-01,post,179.16666666666666,-32.1955174368208,211.36218410348746,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2019-09-01,post,267.3333333333333,81.92405081208807,185.40928252124525,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2019-10-01,post,282.3333333333333,159.69501161624476,122.63832171708856,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2019-11-01,post,366.3333333333333,200.5807771838136,165.7525561495197,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2019-12-01,post,305.5,145.33341127216886,160.16658872783114,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2020-01-01,post,326.8333333333333,226.4423468805653,100.390986452768,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2020-02-01,post,407,153.30446417181136,253.69553582818864,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2020-03-01,post,374,-15.31824517303697,389.318245173037,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2020-04-01,post,99.66666666666667,-310.8056394662044,410.4723061328711,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2020-05-01,post,-78.33333333333333,-413.66967414199473,335.3363408086614,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2020-06-01,post,-54,-387.73157389773155,333.73157389773155,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2020-07-01,post,-88.33333333333333,-503.5641160184384,415.2307826851051,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2020-08-01,post,-108,-471.79201057072464,363.79201057072464,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2020-09-01,post,21,-299.2000217761461,320.2000217761461,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2020-10-01,post,360.3333333333333,35.641296515690996,324.6920368176423,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2020-11-01,post,602,167.7492119972336,434.2507880027664,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
2020-12-01,post,630.5,182.53978956308032,447.9602104369197,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977
